Security,GTHKD2YR Corp                                                   ,GTDEM2YR Corp                                                   ,GTDEM10YR Corp                                                  ,GTINR10YR Corp                                                  ,GTINR2YR Corp                                                   
2011-05-06,0.497,1.757,3.169,8.174,7.991
2011-05-09,0.493,1.696,3.102,8.244,8.045
2011-05-10,0.493,1.705,3.121,8.273,8.071
2011-05-11,0.5,1.798,3.127,8.29,8.115
2011-05-12,0.485,1.769,3.107,8.231,8.129
2011-05-13,0.489,1.774,3.076,8.281,8.149
2011-05-16,0.47,1.804,3.115,8.262,8.158
2011-05-17,0.47,1.789,3.092,8.262,8.158
2011-05-18,0.481,1.824,3.119,8.296,8.19
2011-05-19,0.503,1.829,3.112,8.307,8.206
2011-05-20,0.501,1.767,3.055,8.347,8.199
2011-05-23,0.487,1.689,3.013,8.332,8.252
2011-05-24,0.494,1.704,3.068,8.363,8.277
2011-05-25,0.485,1.656,3.047,8.373,8.28
2011-05-26,0.487,1.61,2.995,8.388,8.3
2011-05-27,0.474,1.559,2.984,8.388,8.288
2011-05-30,0.468,1.581,2.975,8.46,8.3
2011-05-31,0.473,1.601,3.019,8.408,8.303
2011-06-01,0.464,1.607,2.986,8.355,8.306
2011-06-02,0.44,1.636,2.989,8.293,8.272
2011-06-03,0.441,1.688,3.057,8.283,8.254
2011-06-06,0.443,1.662,3.023,8.276,8.243
2011-06-07,0.416,1.7,3.092,8.281,8.244
2011-06-08,0.404,1.659,3.053,8.272,8.245
2011-06-09,0.385,1.61,3.029,8.261,8.194
2011-06-10,0.362,1.534,2.96,8.263,8.224
2011-06-13,0.365,1.535,2.957,8.233,8.198
2011-06-14,0.347,1.588,3.013,8.329,8.224
2011-06-15,0.37,1.499,2.952,8.396,8.23
2011-06-16,0.321,1.439,2.915,8.303,8.229
2011-06-17,0.328,1.51,2.958,8.256,8.193
2011-06-20,0.307,1.52,2.963,8.202,8.127
2011-06-21,0.309,1.53,2.978,8.216,8.128
2011-06-22,0.294,1.477,2.941,8.252,8.159
2011-06-23,0.277,1.368,2.865,8.271,8.183
2011-06-24,0.277,1.352,2.833,8.249,8.201
2011-06-27,0.275,1.381,2.889,8.256,8.146
2011-06-28,0.276,1.466,2.932,8.291,8.151
2011-06-29,0.283,1.55,2.982,8.31,8.151
2011-06-30,0.282,1.603,3.023,8.328,8.176
2011-07-01,0.282,1.647,3.032,8.356,8.189
2011-07-04,0.3,1.664,3.018,8.36,8.207
2011-07-05,0.298,1.637,3.007,8.336,8.185
2011-07-06,0.287,1.577,2.932,8.342,8.179
2011-07-07,0.291,1.566,2.965,8.355,8.176
2011-07-08,0.296,1.449,2.828,8.345,8.157
2011-07-11,0.238,1.255,2.67,8.32,8.128
2011-07-12,0.244,1.283,2.709,8.281,8.143
2011-07-13,0.25,1.273,2.746,8.311,8.159
2011-07-14,0.249,1.234,2.736,8.286,8.128
2011-07-15,0.249,1.211,2.694,8.26,8.114
2011-07-18,0.245,1.189,2.646,8.262,8.117
2011-07-19,0.251,1.237,2.676,8.25,8.114
2011-07-20,0.257,1.297,2.765,8.269,8.13
2011-07-21,0.258,1.417,2.876,8.272,8.144
2011-07-22,0.255,1.383,2.826,8.305,8.159
2011-07-25,0.248,1.326,2.762,8.286,8.148
2011-07-26,0.251,1.333,2.738,8.322,8.203
2011-07-27,0.237,1.258,2.65,8.432,8.262
2011-07-28,0.243,1.236,2.632,8.455,8.331
2011-07-29,0.246,1.158,2.537,8.449,8.341
2011-08-01,0.224,1.094,2.452,8.455,8.338
2011-08-02,0.219,1.062,2.414,8.441,8.319
2011-08-03,0.225,1.044,2.401,8.425,8.333
2011-08-04,0.221,0.839,2.299,8.406,8.362
2011-08-05,0.193,0.76,2.345,8.32,8.344
2011-08-08,0.189,0.718,2.26,8.255,8.178
2011-08-09,0.197,0.772,2.363,8.218,8.19
2011-08-10,0.153,0.568,2.19,8.198,8.148
2011-08-11,0.134,0.656,2.314,8.208,8.134
2011-08-12,0.119,0.685,2.332,8.267,8.143
2011-08-15,0.13,0.708,2.324,8.267,8.143
2011-08-16,0.137,0.733,2.323,8.299,8.169
2011-08-17,0.137,0.693,2.201,8.311,8.186
2011-08-18,0.137,0.587,2.086,8.267,8.217
2011-08-19,0.167,0.642,2.103,8.263,8.224
2011-08-22,0.185,0.624,2.101,8.259,8.176
2011-08-23,0.186,0.66,2.126,8.262,8.183
2011-08-24,0.188,0.71,2.205,8.224,8.178
2011-08-25,0.18,0.642,2.183,8.237,8.172
2011-08-26,0.184,0.647,2.154,8.303,8.182
2011-08-29,0.182,0.736,2.224,8.321,8.215
2011-08-30,0.176,0.652,2.15,8.32,8.226
2011-08-31,0.175,0.714,2.217,8.32,8.226
2011-09-01,0.177,0.639,2.143,8.32,8.226
2011-09-02,0.175,0.515,2.006,8.334,8.225
2011-09-05,0.186,0.421,1.845,8.288,8.222
2011-09-06,0.184,0.431,1.846,8.301,8.178
2011-09-07,0.185,0.482,1.905,8.304,8.185
2011-09-08,0.185,0.434,1.868,8.293,8.181
2011-09-09,0.174,0.386,1.77,8.308,8.189
2011-09-12,0.178,0.431,1.741,8.289,8.168
2011-09-13,0.183,0.498,1.792,8.311,8.199
2011-09-14,0.182,0.558,1.876,8.339,8.209
2011-09-15,0.181,0.598,1.927,8.34,8.229
2011-09-16,0.172,0.507,1.861,8.361,8.269
2011-09-19,0.168,0.462,1.799,8.331,8.274
2011-09-20,0.158,0.46,1.789,8.329,8.268
2011-09-21,0.159,0.44,1.77,8.329,8.285
2011-09-22,0.171,0.397,1.673,8.3,8.281
2011-09-23,0.17,0.389,1.745,8.302,8.276
2011-09-26,0.178,0.449,1.827,8.3,8.246
2011-09-27,0.176,0.529,1.96,8.321,8.243
2011-09-28,0.173,0.592,2.01,8.34,8.251
2011-09-29,0.176,0.597,2.005,8.414,8.231
2011-09-30,0.177,0.547,1.885,8.425,8.324
2011-10-03,0.211,0.491,1.814,8.518,8.328
2011-10-04,0.194,0.455,1.724,8.536,8.35
2011-10-05,0.198,0.494,1.838,8.564,8.362
2011-10-06,0.215,0.607,1.94,8.566,8.36
2011-10-07,0.21,0.599,2.0,8.576,8.37
2011-10-10,0.237,0.647,2.081,8.736,8.431
2011-10-11,0.239,0.647,2.087,8.722,8.453
2011-10-12,0.234,0.702,2.188,8.736,8.48
2011-10-13,0.235,0.62,2.104,8.723,8.46
2011-10-14,0.229,0.659,2.197,8.79,8.467
2011-10-17,0.228,0.577,2.097,8.802,8.476
2011-10-18,0.225,0.58,2.011,8.75,8.476
2011-10-19,0.225,0.616,2.057,8.767,8.516
2011-10-20,0.229,0.587,1.996,8.803,8.537
2011-10-21,0.22,0.659,2.104,8.819,8.591
2011-10-24,0.227,0.656,2.12,8.81,8.623
2011-10-25,0.23,0.562,2.057,8.761,8.488
2011-10-26,0.216,0.515,2.036,8.759,8.445
2011-10-27,0.226,0.655,2.205,8.759,8.445
2011-10-28,0.222,0.601,2.176,8.85,8.611
2011-10-31,0.221,0.536,2.024,8.873,8.643
2011-11-01,0.212,0.409,1.767,8.934,8.641
2011-11-02,0.222,0.421,1.825,8.902,8.632
2011-11-03,0.206,0.401,1.911,8.888,8.533
2011-11-04,0.211,0.401,1.822,8.955,8.589
2011-11-07,0.211,0.373,1.778,8.955,8.589
2011-11-08,0.191,0.394,1.799,8.955,8.677
2011-11-09,0.187,0.35,1.719,8.926,8.736
2011-11-10,0.196,0.372,1.776,8.926,8.736
2011-11-11,0.2,0.399,1.886,8.932,8.742
2011-11-14,0.209,0.306,1.779,8.97,8.749
2011-11-15,0.212,0.303,1.78,8.921,8.623
2011-11-16,0.212,0.391,1.813,8.887,8.615
2011-11-17,0.252,0.441,1.89,8.856,8.614
2011-11-18,0.254,0.462,1.964,8.837,8.613
2011-11-21,0.244,0.403,1.913,8.828,8.632
2011-11-22,0.24,0.381,1.917,8.84,8.66
2011-11-23,0.242,0.44,2.145,8.8,8.668
2011-11-24,0.245,0.467,2.191,8.786,8.666
2011-11-25,0.249,0.456,2.26,8.82,8.668
2011-11-28,0.247,0.443,2.297,8.831,8.688
2011-11-29,0.255,0.431,2.327,8.827,8.683
2011-11-30,0.255,0.331,2.276,8.738,8.533
2011-12-01,0.241,0.296,2.175,8.701,8.395
2011-12-02,0.244,0.299,2.131,8.67,8.388
2011-12-05,0.243,0.336,2.2,8.593,8.364
2011-12-06,0.252,0.335,2.184,8.593,8.362
2011-12-07,0.259,0.308,2.1,8.608,8.281
2011-12-08,0.236,0.285,2.013,8.523,8.292
2011-12-09,0.255,0.315,2.146,8.521,8.284
2011-12-12,0.266,0.246,2.017,8.466,8.187
2011-12-13,0.301,0.269,2.024,8.429,8.202
2011-12-14,0.328,0.27,1.917,8.49,8.193
2011-12-15,0.345,0.251,1.942,8.483,8.191
2011-12-16,0.352,0.216,1.849,8.384,8.172
2011-12-19,0.35,0.206,1.878,8.324,8.19
2011-12-20,0.349,0.208,1.951,8.316,8.143
2011-12-21,0.35,0.228,1.931,8.332,8.148
2011-12-22,0.344,0.224,1.941,8.326,8.129
2011-12-23,0.346,0.22,1.957,8.356,8.109
2011-12-26,0.346,0.22,1.957,8.475,8.124
2011-12-27,0.346,0.163,1.917,8.504,8.12
2011-12-28,0.358,0.165,1.891,8.477,8.09
2011-12-29,0.356,0.156,1.839,8.534,8.125
2011-12-30,0.336,0.139,1.825,8.563,8.084
2012-01-02,0.336,0.198,1.902,8.398,8.011
2012-01-03,0.337,0.185,1.895,8.344,7.977
2012-01-04,0.355,0.177,1.921,8.361,7.977
2012-01-05,0.383,0.17,1.861,8.333,7.977
2012-01-06,0.388,0.163,1.851,8.281,7.977
2012-01-09,0.364,0.139,1.842,8.187,7.977
2012-01-10,0.35,0.168,1.881,8.206,7.977
2012-01-11,0.337,0.137,1.812,8.254,7.977
2012-01-12,0.322,0.159,1.832,8.229,7.977
2012-01-13,0.309,0.15,1.762,8.209,7.977
2012-01-16,0.308,0.148,1.767,8.202,7.977
2012-01-17,0.297,0.18,1.789,8.218,7.977
2012-01-18,0.269,0.2,1.782,8.185,7.977
2012-01-19,0.281,0.21,1.857,8.174,7.977
2012-01-20,0.264,0.205,1.927,8.151,7.977
2012-01-23,0.264,0.197,1.969,8.173,7.977
2012-01-24,0.264,0.217,1.991,8.2,7.977
2012-01-25,0.264,0.191,1.943,8.321,7.977
2012-01-26,0.231,0.175,1.869,8.312,7.977
2012-01-27,0.226,0.188,1.856,8.343,7.977
2012-01-30,0.227,0.172,1.791,8.282,7.977
2012-01-31,0.227,0.156,1.786,8.274,7.977
2012-02-01,0.229,0.177,1.85,8.14,7.977
2012-02-02,0.232,0.204,1.85,8.128,7.977
2012-02-03,0.252,0.201,1.931,8.15,7.977
2012-02-06,0.255,0.176,1.886,8.172,7.977
2012-02-07,0.247,0.22,1.962,8.185,7.977
2012-02-08,0.259,0.247,1.981,8.239,7.977
2012-02-09,0.255,0.266,2.015,8.262,7.977
2012-02-10,0.254,0.236,1.905,8.212,7.977
2012-02-13,0.26,0.253,1.93,8.199,7.977
2012-02-14,0.25,0.238,1.901,8.177,7.977
2012-02-15,0.252,0.211,1.86,8.184,7.977
2012-02-16,0.243,0.242,1.895,8.184,7.977
2012-02-17,0.23,0.25,1.923,8.191,7.977
2012-02-20,0.26,0.256,1.959,8.191,7.977
2012-02-21,0.263,0.258,1.98,8.171,7.977
2012-02-22,0.26,0.26,1.89,8.221,7.977
2012-02-23,0.265,0.255,1.882,8.198,7.977
2012-02-24,0.259,0.235,1.882,8.206,7.977
2012-02-27,0.261,0.199,1.828,8.225,7.977
2012-02-28,0.247,0.197,1.799,8.212,7.977
2012-02-29,0.216,0.188,1.817,8.197,7.977
2012-03-01,0.201,0.213,1.863,8.229,7.977
2012-03-02,0.197,0.158,1.799,8.237,7.977
2012-03-05,0.19,0.182,1.825,8.219,7.977
2012-03-06,0.194,0.165,1.776,8.234,7.977
2012-03-07,0.182,0.148,1.771,8.239,7.977
2012-03-08,0.187,0.155,1.797,8.242,7.977
2012-03-09,0.187,0.156,1.793,8.286,7.977
2012-03-12,0.189,0.152,1.756,8.293,7.977
2012-03-13,0.198,0.177,1.82,8.33,7.977
2012-03-14,0.222,0.245,1.953,8.279,7.977
2012-03-15,0.26,0.278,1.966,8.345,7.977
2012-03-16,0.251,0.331,2.049,8.42,7.977
2012-03-19,0.249,0.336,2.054,8.405,7.977
2012-03-20,0.244,0.331,2.039,8.409,7.977
2012-03-21,0.247,0.288,1.978,8.402,7.977
2012-03-22,0.24,0.258,1.91,8.386,7.977
2012-03-23,0.235,0.228,1.864,8.387,7.977
2012-03-26,0.235,0.26,1.952,8.433,7.977
2012-03-27,0.219,0.237,1.888,8.512,7.977
2012-03-28,0.214,0.209,1.831,8.595,7.977
2012-03-29,0.214,0.206,1.806,8.581,7.977
2012-03-30,0.219,0.204,1.792,8.538,7.977
2012-04-02,0.221,0.209,1.803,8.538,7.977
2012-04-03,0.229,0.201,1.802,8.705,7.977
2012-04-04,0.216,0.185,1.787,8.765,7.977
2012-04-05,0.228,0.138,1.734,8.775,7.977
2012-04-06,0.233,0.138,1.734,8.775,7.977
2012-04-09,0.233,0.138,1.734,8.722,7.977
2012-04-10,0.227,0.091,1.641,8.691,7.977
2012-04-11,0.231,0.137,1.778,8.655,7.977
2012-04-12,0.225,0.134,1.787,8.566,7.977
2012-04-13,0.225,0.124,1.733,8.539,7.977
2012-04-16,0.23,0.134,1.716,8.456,7.977
2012-04-17,0.227,0.144,1.749,8.355,7.977
2012-04-18,0.222,0.136,1.719,8.363,7.977
2012-04-19,0.222,0.124,1.691,8.385,7.977
2012-04-20,0.221,0.136,1.707,8.494,7.977
2012-04-23,0.23,0.102,1.643,8.56,7.977
2012-04-24,0.224,0.127,1.697,8.576,7.977
2012-04-25,0.231,0.121,1.74,8.622,7.977
2012-04-26,0.219,0.092,1.682,8.635,7.977
2012-04-27,0.224,0.099,1.697,8.651,7.977
2012-04-30,0.217,0.076,1.662,8.666,7.977
2012-05-01,0.22,0.076,1.662,8.674,7.977
2012-05-02,0.21,0.077,1.608,8.653,7.977
2012-05-03,0.22,0.085,1.611,8.62,7.977
2012-05-04,0.204,0.079,1.583,8.617,7.977
2012-05-07,0.202,0.097,1.603,8.658,7.977
2012-05-08,0.212,0.087,1.541,8.647,7.977
2012-05-09,0.211,0.067,1.516,8.561,7.977
2012-05-10,0.224,0.072,1.538,8.572,7.977
2012-05-11,0.231,0.088,1.515,8.559,7.977
2012-05-14,0.238,0.061,1.456,8.521,7.977
2012-05-15,0.23,0.069,1.469,8.504,7.977
2012-05-16,0.252,0.068,1.468,8.509,7.977
2012-05-17,0.252,0.04,1.411,8.511,7.977
2012-05-18,0.254,0.048,1.424,8.522,7.977
2012-05-21,0.251,0.045,1.43,8.537,7.977
2012-05-22,0.248,0.058,1.467,8.534,7.977
2012-05-23,0.249,0.051,1.383,8.517,7.977
2012-05-24,0.252,0.063,1.39,8.493,7.977
2012-05-25,0.253,0.044,1.368,8.521,7.977
2012-05-28,0.251,0.027,1.363,8.51,7.977
2012-05-29,0.252,0.039,1.358,8.517,7.977
2012-05-30,0.25,0.007,1.267,8.523,7.977
2012-05-31,0.246,0.007,1.199,8.495,7.977
2012-06-01,0.246,0.01,1.172,8.372,7.977
2012-06-04,0.241,0.01,1.207,8.321,7.977
2012-06-05,0.239,0.007,1.206,8.339,7.977
2012-06-06,0.235,0.066,1.334,8.372,7.977
2012-06-07,0.236,0.072,1.373,8.347,7.977
2012-06-08,0.237,0.04,1.328,8.356,7.977
2012-06-11,0.234,0.055,1.304,8.333,7.977
2012-06-12,0.234,0.093,1.424,8.293,7.977
2012-06-13,0.231,0.124,1.487,8.292,7.977
2012-06-14,0.225,0.081,1.486,8.327,7.977
2012-06-15,0.225,0.066,1.436,8.051,7.977
2012-06-18,0.206,0.023,1.41,8.163,7.977
2012-06-19,0.188,0.084,1.528,8.111,7.977
2012-06-20,0.194,0.148,1.613,8.111,7.977
2012-06-21,0.195,0.102,1.533,8.056,7.977
2012-06-22,0.191,0.133,1.58,8.082,7.977
2012-06-25,0.193,0.072,1.462,8.086,7.977
2012-06-26,0.186,0.097,1.504,8.1,7.977
2012-06-27,0.194,0.123,1.566,8.102,7.977
2012-06-28,0.184,0.103,1.512,8.116,7.977
2012-06-29,0.173,0.12,1.581,8.181,7.977
2012-07-02,0.173,0.096,1.518,8.175,7.977
2012-07-03,0.177,0.088,1.531,8.173,7.977
2012-07-04,0.178,0.07,1.452,8.154,7.977
2012-07-05,0.172,0.012,1.381,8.173,7.977
2012-07-06,0.177,-0.013,1.326,8.155,7.977
2012-07-09,0.177,-0.005,1.32,8.146,7.977
2012-07-10,0.182,-0.005,1.319,8.15,7.977
2012-07-11,0.177,-0.018,1.27,8.141,7.977
2012-07-12,0.174,-0.037,1.248,8.099,7.977
2012-07-13,0.159,-0.045,1.258,8.1,7.977
2012-07-16,0.158,-0.058,1.231,8.047,7.977
2012-07-17,0.157,-0.05,1.231,8.089,7.977
2012-07-18,0.158,-0.063,1.198,8.063,7.977
2012-07-19,0.155,-0.056,1.216,8.088,7.977
2012-07-20,0.157,-0.077,1.166,8.077,7.977
2012-07-23,0.155,-0.066,1.174,8.065,7.977
2012-07-24,0.148,-0.072,1.235,8.071,7.977
2012-07-25,0.166,-0.064,1.261,8.101,7.977
2012-07-26,0.168,-0.053,1.32,8.111,7.977
2012-07-27,0.168,-0.032,1.397,8.118,7.977
2012-07-30,0.168,-0.083,1.374,8.14,7.977
2012-07-31,0.177,-0.094,1.284,8.245,7.977
2012-08-01,0.179,-0.078,1.367,8.229,7.977
2012-08-02,0.178,-0.092,1.225,8.218,7.977
2012-08-03,0.17,-0.024,1.422,8.251,7.977
2012-08-06,0.182,-0.062,1.394,8.227,7.977
2012-08-07,0.179,-0.033,1.483,8.148,7.977
2012-08-08,0.184,-0.055,1.42,8.136,7.977
2012-08-09,0.197,-0.06,1.433,8.141,7.977
2012-08-10,0.19,-0.077,1.384,8.168,7.977
2012-08-13,0.197,-0.049,1.401,8.202,7.977
2012-08-14,0.195,-0.038,1.467,8.219,7.977
2012-08-15,0.199,-0.025,1.562,8.219,7.977
2012-08-16,0.198,-0.039,1.525,8.259,7.977
2012-08-17,0.198,-0.044,1.494,8.235,7.977
2012-08-20,0.184,-0.025,1.508,8.235,7.977
2012-08-21,0.185,0.003,1.556,8.247,7.977
2012-08-22,0.186,0.005,1.46,8.224,7.977
2012-08-23,0.195,-0.015,1.376,8.227,7.977
2012-08-24,0.19,-0.015,1.353,8.208,7.977
2012-08-27,0.174,-0.004,1.351,8.187,7.977
2012-08-28,0.192,-0.015,1.34,8.175,7.977
2012-08-29,0.188,-0.002,1.38,8.179,7.977
2012-08-30,0.19,-0.04,1.321,8.194,7.977
2012-08-31,0.193,-0.037,1.333,8.24,7.977
2012-09-03,0.175,-0.04,1.377,8.216,7.977
2012-09-04,0.18,-0.035,1.39,8.212,7.977
2012-09-05,0.188,-0.017,1.478,8.184,7.977
2012-09-06,0.183,0.032,1.558,8.16,7.977
2012-09-07,0.195,0.03,1.518,8.2,7.977
2012-09-10,0.188,0.038,1.546,8.178,7.977
2012-09-11,0.194,0.043,1.542,8.184,7.977
2012-09-12,0.222,0.076,1.616,8.2,7.977
2012-09-13,0.231,0.058,1.553,8.177,7.977
2012-09-14,0.255,0.101,1.705,8.18,7.977
2012-09-17,0.272,0.081,1.671,8.183,7.977
2012-09-18,0.286,0.073,1.636,8.167,7.977
2012-09-19,0.283,0.066,1.621,8.166,7.977
2012-09-20,0.26,0.041,1.573,8.161,7.977
2012-09-21,0.268,0.032,1.596,8.166,7.977
2012-09-24,0.266,0.038,1.558,8.154,7.977
2012-09-25,0.263,0.067,1.583,8.17,7.977
2012-09-26,0.257,0.036,1.455,8.17,7.977
2012-09-27,0.262,0.039,1.457,8.158,7.977
2012-09-28,0.25,0.018,1.441,8.15,7.977
2012-10-01,0.25,0.044,1.449,8.158,7.977
2012-10-02,0.257,0.039,1.455,8.16,7.977
2012-10-03,0.249,0.029,1.446,8.147,7.977
2012-10-04,0.236,0.039,1.446,8.149,7.977
2012-10-05,0.239,0.055,1.52,8.161,7.977
2012-10-08,0.247,0.042,1.474,8.149,7.977
2012-10-09,0.245,0.037,1.473,8.143,7.977
2012-10-10,0.247,0.043,1.489,8.156,7.977
2012-10-11,0.251,0.047,1.501,8.164,7.977
2012-10-12,0.243,0.039,1.444,8.17,7.977
2012-10-15,0.252,0.05,1.472,8.169,7.977
2012-10-16,0.24,0.079,1.543,8.156,7.977
2012-10-17,0.24,0.095,1.633,8.153,7.977
2012-10-18,0.247,0.109,1.632,8.136,7.977
2012-10-19,0.246,0.109,1.593,8.13,7.977
2012-10-22,0.222,0.12,1.617,8.133,7.977
2012-10-23,0.222,0.104,1.571,8.138,7.977
2012-10-24,0.206,0.078,1.555,8.138,7.977
2012-10-25,0.209,0.08,1.582,8.13,7.977
2012-10-26,0.202,0.048,1.536,8.129,7.977
2012-10-29,0.21,0.027,1.457,8.134,7.977
2012-10-30,0.206,0.038,1.478,8.179,7.977
2012-10-31,0.195,0.035,1.462,8.215,7.977
2012-11-01,0.201,0.016,1.454,8.194,7.977
2012-11-02,0.194,0.003,1.449,8.198,7.977
2012-11-05,0.194,-0.011,1.427,8.195,7.977
2012-11-06,0.192,-0.008,1.438,8.183,7.977
2012-11-07,0.194,-0.041,1.379,8.19,7.977
2012-11-08,0.187,-0.035,1.363,8.191,7.977
2012-11-09,0.2,-0.036,1.347,8.215,7.977
2012-11-12,0.191,-0.038,1.343,8.212,7.977
2012-11-13,0.196,-0.036,1.338,8.213,7.977
2012-11-14,0.192,-0.025,1.341,8.213,7.977
2012-11-15,0.17,-0.032,1.338,8.19,7.977
2012-11-16,0.163,-0.036,1.33,8.193,7.977
2012-11-19,0.163,-0.024,1.355,8.192,7.977
2012-11-20,0.147,-0.002,1.417,8.199,7.977
2012-11-21,0.143,0.007,1.43,8.208,7.977
2012-11-22,0.147,0.007,1.43,8.227,7.907
2012-11-23,0.143,-0.005,1.435,8.23,7.907
2012-11-26,0.147,-0.002,1.413,8.204,7.907
2012-11-27,0.145,0.017,1.439,8.189,7.907
2012-11-28,0.139,-0.015,1.368,8.189,7.907
2012-11-29,0.143,-0.015,1.366,8.205,7.907
2012-11-30,0.145,0.007,1.385,8.176,7.907
2012-12-03,0.144,0.022,1.409,8.173,7.907
2012-12-04,0.14,0.012,1.393,8.17,7.907
2012-12-05,0.146,0.012,1.347,8.171,7.907
2012-12-06,0.139,-0.05,1.295,8.171,7.99
2012-12-07,0.134,-0.08,1.294,8.171,8.003
2012-12-10,0.139,-0.075,1.305,8.173,8.003
2012-12-11,0.125,-0.073,1.318,8.174,8.003
2012-12-12,0.117,-0.058,1.334,8.179,8.003
2012-12-13,0.118,-0.058,1.352,8.16,8.003
2012-12-14,0.126,-0.045,1.347,8.142,7.988
2012-12-17,0.119,-0.013,1.372,8.141,7.933
2012-12-18,0.12,-0.003,1.41,8.148,7.936
2012-12-19,0.121,-0.008,1.429,8.152,7.936
2012-12-20,0.119,-0.008,1.416,8.153,7.936
2012-12-21,0.113,-0.013,1.375,8.143,7.936
2012-12-24,0.107,-0.013,1.375,8.129,7.936
2012-12-25,0.116,-0.013,1.375,8.129,7.936
2012-12-26,0.116,-0.013,1.375,8.113,7.936
2012-12-27,0.099,-0.003,1.314,8.109,7.936
2012-12-28,0.107,-0.017,1.308,8.106,7.936
2012-12-31,0.121,-0.021,1.314,8.05,7.936
2013-01-01,0.123,-0.021,1.314,7.996,7.936
2013-01-02,0.118,0.029,1.441,7.994,7.936
2013-01-03,0.117,0.047,1.478,7.994,7.842
2013-01-04,0.137,0.073,1.535,7.931,7.822
2013-01-07,0.129,0.068,1.515,7.899,7.783
2013-01-08,0.135,0.063,1.49,7.907,7.782
2013-01-09,0.122,0.055,1.476,7.895,7.776
2013-01-10,0.127,0.095,1.56,7.877,7.742
2013-01-11,0.126,0.132,1.582,7.868,7.703
2013-01-14,0.127,0.134,1.55,7.801,7.682
2013-01-15,0.107,0.135,1.576,7.832,7.663
2013-01-16,0.108,0.122,1.565,7.88,7.703
2013-01-17,0.121,0.194,1.607,7.837,7.697
2013-01-18,0.138,0.181,1.554,7.866,7.703
2013-01-21,0.136,0.197,1.593,7.863,7.749
2013-01-22,0.146,0.168,1.572,7.849,7.702
2013-01-23,0.161,0.155,1.543,7.865,7.724
2013-01-24,0.166,0.174,1.571,7.881,7.683
2013-01-25,0.174,0.254,1.636,7.881,7.681
2013-01-28,0.182,0.296,1.692,7.865,7.683
2013-01-29,0.199,0.27,1.69,7.847,7.699
2013-01-30,0.191,0.285,1.71,7.892,7.725
2013-01-31,0.198,0.266,1.679,7.91,7.736
2013-02-01,0.193,0.245,1.672,7.905,7.73
2013-02-04,0.199,0.201,1.611,7.938,7.732
2013-02-05,0.194,0.232,1.65,7.923,7.735
2013-02-06,0.194,0.211,1.63,7.907,7.731
2013-02-07,0.195,0.173,1.604,7.877,7.72
2013-02-08,0.198,0.178,1.609,7.843,7.725
2013-02-11,0.198,0.181,1.609,7.859,7.728
2013-02-12,0.198,0.187,1.629,7.868,7.739
2013-02-13,0.198,0.221,1.671,7.845,7.71
2013-02-14,0.215,0.179,1.642,7.819,7.723
2013-02-15,0.206,0.184,1.652,7.83,7.724
2013-02-18,0.206,0.177,1.629,7.826,7.717
2013-02-19,0.228,0.174,1.621,7.826,7.717
2013-02-20,0.223,0.196,1.653,7.805,7.69
2013-02-21,0.219,0.166,1.573,7.812,7.682
2013-02-22,0.22,0.125,1.567,7.8,7.705
2013-02-25,0.217,0.121,1.555,7.798,7.712
2013-02-26,0.218,0.068,1.452,7.815,7.707
2013-02-27,0.205,0.07,1.451,7.799,7.717
2013-02-28,0.21,0.037,1.453,7.872,7.745
2013-03-01,0.209,0.027,1.41,7.906,7.736
2013-03-04,0.203,0.03,1.418,7.887,7.767
2013-03-05,0.201,0.054,1.449,7.873,7.767
2013-03-06,0.205,0.037,1.456,7.86,7.744
2013-03-07,0.201,0.083,1.491,7.862,7.748
2013-03-08,0.199,0.086,1.524,7.84,7.753
2013-03-11,0.206,0.076,1.516,7.84,7.725
2013-03-12,0.205,0.068,1.48,7.89,7.753
2013-03-13,0.19,0.057,1.48,7.905,7.754
2013-03-14,0.182,0.061,1.472,7.865,7.709
2013-03-15,0.176,0.044,1.454,7.865,7.698
2013-03-18,0.19,0.019,1.406,7.879,7.714
2013-03-19,0.187,0.001,1.346,7.904,7.731
2013-03-20,0.178,0.02,1.386,7.924,7.763
2013-03-21,0.184,0.026,1.365,7.935,7.778
2013-03-22,0.175,0.026,1.378,7.961,7.794
2013-03-25,0.185,0.009,1.326,7.942,7.791
2013-03-26,0.175,0.003,1.344,7.987,7.792
2013-03-27,0.187,-0.021,1.269,7.988,7.793
2013-03-28,0.17,-0.026,1.288,7.958,7.727
2013-03-29,0.169,-0.026,1.288,7.958,7.729
2013-04-01,0.169,-0.026,1.288,7.958,7.729
2013-04-02,0.183,-0.007,1.306,7.993,7.68
2013-04-03,0.186,-0.003,1.287,7.967,7.688
2013-04-04,0.191,-0.012,1.238,7.963,7.697
2013-04-05,0.182,0.011,1.211,7.935,7.692
2013-04-08,0.179,0.021,1.236,7.912,7.668
2013-04-09,0.178,0.03,1.26,7.882,7.621
2013-04-10,0.178,0.047,1.303,7.896,7.628
2013-04-11,0.163,0.028,1.301,7.898,7.627
2013-04-12,0.174,0.014,1.26,7.873,7.597
2013-04-15,0.184,0.013,1.244,7.83,7.576
2013-04-16,0.184,0.026,1.276,7.826,7.545
2013-04-17,0.166,0.005,1.228,7.803,7.498
2013-04-18,0.151,0.012,1.225,7.78,7.492
2013-04-19,0.152,0.019,1.25,7.78,7.492
2013-04-22,0.158,0.01,1.231,7.754,7.489
