Security,GTHKD2YR Corp                                                   ,GTDEM2YR Corp                                                   ,GTDEM10YR Corp                                                  ,GTINR10YR Corp                                                  ,GTINR2YR Corp                                                   
2005-06-10,2.995,2.082,3.145,6.831,5.937
2005-06-13,3.054,2.073,3.188,6.862,5.938
2005-06-14,3.042,2.086,3.201,6.894,5.953
2005-06-15,3.038,2.173,3.294,6.91,6.012
2005-06-16,3.033,2.19,3.313,6.93,6.039
2005-06-17,3.017,2.176,3.291,6.937,6.021
2005-06-20,2.997,2.13,3.298,6.923,6.004
2005-06-21,3.056,2.066,3.222,6.866,6.008
2005-06-22,3.019,2.015,3.146,6.82,5.994
2005-06-23,3.0,2.035,3.156,6.807,6.001
2005-06-24,3.027,2.035,3.135,6.849,5.999
2005-06-27,3.033,2.01,3.115,6.924,6.051
2005-06-28,3.059,2.047,3.164,6.892,6.04
2005-06-29,3.124,2.047,3.187,6.871,6.032
2005-06-30,3.112,2.023,3.134,6.893,6.069
2005-07-01,3.118,2.066,3.157,6.928,6.055
2005-07-04,3.207,2.107,3.173,7.069,6.073
2005-07-05,3.262,2.161,3.213,7.054,6.066
2005-07-06,3.239,2.168,3.22,7.111,6.087
2005-07-07,3.24,2.113,3.184,7.156,6.083
2005-07-08,3.199,2.146,3.181,7.177,6.074
2005-07-11,3.204,2.184,3.231,7.229,6.114
2005-07-12,3.181,2.188,3.226,7.217,6.113
2005-07-13,3.206,2.205,3.249,7.233,6.098
2005-07-14,3.253,2.222,3.287,7.197,6.096
2005-07-15,3.229,2.225,3.283,7.172,6.073
2005-07-18,3.23,2.211,3.259,7.17,6.103
2005-07-19,3.258,2.229,3.283,7.166,6.083
2005-07-20,3.252,2.236,3.301,7.174,6.084
2005-07-21,3.236,2.221,3.292,7.158,6.067
2005-07-22,3.229,2.186,3.231,7.149,6.045
2005-07-25,3.231,2.184,3.213,7.163,6.039
2005-07-26,3.262,2.212,3.239,7.009,5.972
2005-07-27,3.299,2.206,3.222,7.009,5.972
2005-07-28,3.352,2.229,3.232,7.009,5.972
2005-07-29,3.341,2.25,3.243,6.965,5.965
2005-08-01,3.415,2.286,3.297,6.965,5.965
2005-08-02,3.432,2.298,3.331,6.974,5.955
2005-08-03,3.455,2.286,3.324,6.972,5.972
2005-08-04,3.458,2.296,3.33,6.979,5.976
2005-08-05,3.538,2.334,3.377,6.995,5.979
2005-08-08,3.662,2.328,3.368,7.0,5.974
2005-08-09,3.726,2.341,3.372,7.05,5.981
2005-08-10,3.698,2.328,3.35,7.033,5.979
2005-08-11,3.654,2.313,3.342,7.014,5.978
2005-08-12,3.549,2.265,3.293,7.037,5.955
2005-08-15,3.613,2.239,3.284,7.037,5.955
2005-08-16,3.645,2.206,3.241,7.072,5.944
2005-08-17,3.722,2.204,3.236,7.068,5.967
2005-08-18,3.8,2.187,3.205,7.066,5.973
2005-08-19,3.77,2.197,3.204,7.063,5.964
2005-08-22,3.786,2.194,3.192,7.067,5.955
2005-08-23,3.795,2.212,3.176,7.072,5.97
2005-08-24,3.807,2.219,3.17,7.086,5.977
2005-08-25,3.805,2.197,3.143,7.089,5.996
2005-08-26,3.722,2.225,3.15,7.08,5.993
2005-08-29,3.699,2.237,3.153,7.072,6.012
2005-08-30,3.754,2.242,3.151,7.078,6.033
2005-08-31,3.704,2.199,3.102,7.087,6.037
2005-09-01,3.623,2.145,3.065,7.075,6.03
2005-09-02,3.508,2.131,3.059,7.052,6.007
2005-09-05,3.505,2.126,3.05,7.034,6.014
2005-09-06,3.539,2.156,3.077,7.022,6.018
2005-09-07,3.576,2.164,3.097,7.022,6.018
2005-09-08,3.607,2.162,3.068,7.022,6.007
2005-09-09,3.66,2.173,3.048,7.017,6.002
2005-09-12,3.629,2.228,3.123,7.032,6.019
2005-09-13,3.651,2.214,3.093,7.016,6.029
2005-09-14,3.589,2.225,3.089,7.013,6.026
2005-09-15,3.595,2.245,3.107,7.004,6.02
2005-09-16,3.597,2.25,3.115,7.005,6.004
2005-09-19,3.597,2.238,3.092,6.995,6.017
2005-09-20,3.699,2.23,3.086,7.005,6.028
2005-09-21,3.758,2.213,3.024,7.008,6.026
2005-09-22,3.705,2.213,3.028,7.026,6.05
2005-09-23,3.759,2.267,3.06,7.049,6.044
2005-09-26,3.852,2.31,3.122,7.044,6.068
2005-09-27,3.868,2.326,3.129,7.074,6.095
2005-09-28,3.869,2.346,3.128,7.093,6.105
2005-09-29,3.864,2.392,3.157,7.08,6.09
2005-09-30,3.887,2.394,3.148,7.108,6.063
2005-10-03,3.917,2.418,3.193,7.139,6.074
2005-10-04,3.989,2.413,3.185,7.139,6.082
2005-10-05,3.988,2.403,3.174,7.133,6.091
2005-10-06,3.936,2.443,3.186,7.166,6.102
2005-10-07,3.964,2.461,3.176,7.139,6.091
2005-10-10,3.97,2.452,3.162,7.165,6.112
2005-10-11,3.939,2.469,3.188,7.147,6.1
2005-10-12,4.012,2.477,3.223,7.147,6.1
2005-10-13,4.009,2.494,3.283,7.136,6.117
2005-10-14,3.986,2.487,3.291,7.123,6.101
2005-10-17,3.963,2.516,3.295,7.139,6.117
2005-10-18,3.986,2.506,3.289,7.149,6.119
2005-10-19,3.917,2.471,3.26,7.163,6.12
2005-10-20,3.966,2.519,3.29,7.172,6.13
2005-10-21,4.007,2.483,3.231,7.154,6.139
2005-10-24,3.99,2.482,3.236,7.105,6.137
2005-10-25,4.006,2.55,3.311,7.133,6.141
2005-10-26,4.109,2.585,3.378,7.095,6.109
2005-10-27,4.135,2.616,3.402,7.08,6.093
2005-10-28,4.177,2.623,3.406,7.081,6.068
2005-10-31,4.301,2.629,3.391,7.098,6.072
2005-11-01,4.312,2.645,3.418,7.098,6.072
2005-11-02,4.312,2.68,3.46,7.092,6.069
2005-11-03,4.364,2.673,3.473,7.086,6.065
2005-11-04,4.397,2.7,3.494,7.089,6.056
2005-11-07,4.382,2.725,3.501,7.117,6.077
2005-11-08,4.312,2.699,3.462,7.121,6.077
2005-11-09,4.306,2.761,3.523,7.128,6.13
2005-11-10,4.354,2.738,3.523,7.122,6.121
2005-11-11,4.323,2.733,3.512,7.102,6.101
2005-11-14,4.31,2.756,3.537,7.096,6.1
2005-11-15,4.328,2.716,3.506,7.096,6.1
2005-11-16,4.324,2.665,3.427,7.095,6.121
2005-11-17,4.306,2.701,3.444,7.1,6.127
2005-11-18,4.311,2.829,3.539,7.086,6.102
2005-11-21,4.314,2.774,3.485,7.082,6.107
2005-11-22,4.282,2.775,3.484,7.076,6.109
2005-11-23,4.064,2.771,3.499,7.062,6.087
2005-11-24,4.102,2.704,3.42,7.046,6.075
2005-11-25,4.102,2.717,3.427,7.06,6.09
2005-11-28,4.122,2.731,3.418,7.072,6.101
2005-11-29,4.118,2.764,3.467,7.063,6.079
2005-11-30,4.188,2.76,3.455,7.075,6.105
2005-12-01,4.15,2.691,3.407,7.08,6.102
2005-12-02,4.096,2.642,3.397,7.091,6.094
2005-12-05,4.074,2.656,3.416,7.085,6.098
2005-12-06,4.117,2.663,3.373,7.09,6.113
2005-12-07,4.079,2.7,3.407,7.089,6.112
2005-12-08,4.085,2.715,3.377,7.091,6.123
2005-12-09,4.036,2.793,3.445,7.097,6.137
2005-12-12,4.068,2.786,3.422,7.109,6.156
2005-12-13,4.089,2.798,3.403,7.106,6.185
2005-12-14,4.024,2.823,3.367,7.105,6.171
2005-12-15,3.948,2.844,3.38,7.088,6.179
2005-12-16,3.983,2.829,3.345,7.095,6.157
2005-12-19,3.989,2.823,3.339,7.094,6.157
2005-12-20,4.015,2.845,3.348,7.118,6.185
2005-12-21,4.045,2.893,3.397,7.107,6.174
2005-12-22,4.064,2.887,3.357,7.122,6.217
2005-12-23,4.036,2.882,3.326,7.119,6.181
2005-12-26,4.036,2.882,3.331,7.111,6.174
2005-12-27,4.032,2.872,3.325,7.117,6.193
2005-12-28,3.979,2.845,3.298,7.106,6.181
2005-12-29,3.983,2.888,3.329,7.113,6.198
2005-12-30,3.983,2.862,3.309,7.107,6.177
2006-01-02,3.982,2.899,3.332,7.096,6.235
2006-01-03,4.025,2.878,3.326,7.072,6.16
2006-01-04,3.928,2.776,3.285,7.081,6.148
2006-01-05,3.852,2.765,3.273,7.079,6.138
2006-01-06,3.833,2.765,3.262,7.079,6.185
2006-01-09,3.806,2.808,3.259,7.078,6.148
2006-01-10,3.772,2.846,3.287,7.087,6.208
2006-01-11,3.809,2.874,3.297,7.087,6.208
2006-01-12,3.787,2.852,3.275,7.094,6.178
2006-01-13,3.784,2.841,3.264,7.098,6.209
2006-01-16,3.71,2.836,3.276,7.081,6.266
2006-01-17,3.759,2.819,3.267,7.08,6.268
2006-01-18,3.736,2.836,3.281,7.085,6.3
2006-01-19,3.738,2.886,3.339,7.089,6.355
2006-01-20,3.777,2.903,3.375,7.088,6.371
2006-01-23,3.755,2.914,3.385,7.096,6.371
2006-01-24,3.752,2.892,3.37,7.184,6.55
2006-01-25,3.777,2.92,3.433,7.275,6.608
2006-01-26,3.816,2.932,3.488,7.275,6.608
2006-01-27,3.823,2.937,3.48,7.275,6.694
2006-01-30,3.818,2.96,3.473,7.289,6.741
2006-01-31,3.818,2.955,3.467,7.277,6.804
2006-02-01,3.843,2.989,3.525,7.291,6.768
2006-02-02,3.894,2.967,3.508,7.272,6.802
2006-02-03,3.887,2.956,3.489,7.271,6.782
2006-02-06,3.872,2.956,3.486,7.267,6.724
2006-02-07,3.897,2.956,3.514,7.26,6.709
2006-02-08,3.977,2.946,3.504,7.285,6.685
2006-02-09,4.053,2.923,3.477,7.285,6.685
2006-02-10,4.081,2.918,3.476,7.283,6.684
2006-02-13,4.081,2.929,3.492,7.275,6.69
2006-02-14,4.109,2.924,3.498,7.29,6.732
2006-02-15,4.128,2.93,3.506,7.295,6.8
2006-02-16,4.088,2.936,3.512,7.295,6.772
2006-02-17,4.055,2.896,3.447,7.279,6.844
2006-02-20,3.997,2.891,3.436,7.314,6.853
2006-02-21,3.977,2.914,3.448,7.307,6.81
2006-02-22,4.031,2.914,3.419,7.333,6.866
2006-02-23,3.986,2.979,3.479,7.365,6.914
2006-02-24,4.01,2.997,3.49,7.347,6.898
2006-02-27,4.035,3.038,3.532,7.363,6.853
2006-02-28,4.079,3.021,3.489,7.35,6.836
2006-03-01,4.066,3.028,3.511,7.401,6.812
2006-03-02,4.052,3.087,3.573,7.414,6.856
2006-03-03,4.07,3.111,3.591,7.435,6.88
2006-03-06,4.111,3.106,3.585,7.462,6.92
2006-03-07,4.159,3.118,3.599,7.438,6.934
2006-03-08,4.182,3.172,3.644,7.409,6.928
2006-03-09,4.173,3.157,3.648,7.396,6.908
2006-03-10,4.185,3.194,3.687,7.404,6.909
2006-03-13,4.245,3.21,3.712,7.41,6.895
2006-03-14,4.253,3.173,3.654,7.415,6.825
2006-03-15,4.174,3.205,3.688,7.415,6.825
2006-03-16,4.168,3.2,3.658,7.413,6.89
2006-03-17,4.106,3.232,3.691,7.386,6.85
2006-03-20,4.136,3.206,3.663,7.4,6.847
2006-03-21,4.148,3.211,3.665,7.367,6.784
2006-03-22,4.206,3.201,3.644,7.389,6.825
2006-03-23,4.222,3.212,3.675,7.386,6.776
2006-03-24,4.258,3.175,3.634,7.382,6.722
2006-03-27,4.217,3.17,3.642,7.429,6.73
2006-03-28,4.211,3.256,3.731,7.427,6.715
2006-03-29,4.259,3.289,3.761,7.49,6.7
2006-03-30,4.24,3.306,3.786,7.49,6.7
2006-03-31,4.274,3.29,3.771,7.54,6.709
2006-04-03,4.291,3.334,3.822,7.556,6.691
2006-04-04,4.324,3.323,3.839,7.549,6.66
2006-04-05,4.313,3.313,3.85,7.544,6.58
2006-04-06,4.274,3.281,3.896,7.544,6.58
2006-04-07,4.273,3.265,3.896,7.543,6.477
2006-04-10,4.287,3.282,3.892,7.546,6.531
2006-04-11,4.286,3.272,3.875,7.546,6.531
2006-04-12,4.315,3.289,3.886,7.571,6.437
2006-04-13,4.302,3.328,3.952,7.612,6.443
2006-04-14,4.294,3.323,3.957,7.612,6.443
2006-04-17,4.294,3.323,3.956,7.556,6.478
2006-04-18,4.349,3.307,3.947,7.456,6.443
2006-04-19,4.236,3.313,3.954,7.322,6.376
2006-04-20,4.248,3.302,3.929,7.337,6.342
2006-04-21,4.25,3.314,3.952,7.332,6.335
2006-04-24,4.212,3.32,3.941,7.37,6.384
2006-04-25,4.144,3.371,3.986,7.333,6.367
2006-04-26,4.214,3.412,3.997,7.369,6.368
2006-04-27,4.245,3.379,3.966,7.421,6.4
2006-04-28,4.204,3.379,3.951,7.398,6.389
2006-05-01,4.206,3.374,3.949,7.398,6.389
2006-05-02,4.251,3.403,3.984,7.476,6.404
2006-05-03,4.191,3.398,4.007,7.502,6.422
2006-05-04,4.247,3.416,4.034,7.507,6.471
2006-05-05,4.189,3.394,4.002,7.528,6.471
2006-05-08,4.145,3.417,4.018,7.528,6.471
2006-05-09,4.173,3.418,4.031,7.491,6.471
2006-05-10,4.162,3.379,3.989,7.501,6.471
2006-05-11,4.155,3.437,4.069,7.525,6.471
2006-05-12,4.183,3.409,4.081,7.546,6.471
2006-05-15,4.301,3.329,4.018,7.595,6.471
2006-05-16,4.285,3.295,3.978,7.575,6.471
2006-05-17,4.222,3.336,4.077,7.567,6.471
2006-05-18,4.256,3.314,4.032,7.617,6.471
2006-05-19,4.266,3.302,3.99,7.605,6.471
2006-05-22,4.315,3.256,3.916,7.599,6.471
2006-05-23,4.312,3.274,3.932,7.589,6.722
2006-05-24,4.33,3.263,3.891,7.608,6.722
2006-05-25,4.338,3.258,3.879,7.601,6.722
2006-05-26,4.335,3.264,3.884,7.611,6.722
2006-05-29,4.332,3.282,3.891,7.628,6.722
2006-05-30,4.358,3.318,3.939,7.653,6.714
2006-05-31,4.359,3.355,3.982,7.665,6.714
2006-06-01,4.443,3.373,3.996,7.672,6.698
2006-06-02,4.382,3.338,3.929,7.671,6.699
2006-06-05,4.274,3.41,3.97,7.65,6.691
2006-06-06,4.343,3.428,3.99,7.672,6.694
2006-06-07,4.397,3.442,4.008,7.665,6.709
2006-06-08,4.43,3.335,3.915,7.673,6.721
2006-06-09,4.422,3.355,3.934,7.801,6.829
2006-06-12,4.441,3.335,3.914,7.799,6.836
2006-06-13,4.454,3.319,3.868,7.813,6.98
2006-06-14,4.466,3.361,3.9,7.792,6.976
2006-06-15,4.5,3.394,3.95,7.802,7.008
2006-06-16,4.498,3.385,3.939,7.797,6.989
2006-06-19,4.546,3.43,3.976,7.909,6.99
2006-06-20,4.571,3.461,3.995,7.907,7.029
2006-06-21,4.611,3.482,4.015,7.912,7.082
2006-06-22,4.604,3.517,4.061,7.96,7.06
2006-06-23,4.658,3.539,4.081,8.137,7.137
2006-06-26,4.668,3.572,4.092,8.112,7.113
2006-06-27,4.653,3.588,4.094,8.136,7.189
2006-06-28,4.63,3.589,4.097,8.116,7.166
2006-06-29,4.653,3.557,4.066,8.123,7.181
2006-06-30,4.54,3.574,4.071,8.101,7.161
2006-07-03,4.511,3.585,4.092,8.137,7.167
2006-07-04,4.54,3.575,4.078,8.144,7.179
2006-07-05,4.571,3.619,4.137,8.142,7.154
2006-07-06,4.624,3.631,4.113,8.16,7.172
2006-07-07,4.56,3.605,4.065,8.201,7.15
2006-07-10,4.5,3.621,4.087,8.263,7.137
2006-07-11,4.507,3.586,4.051,8.286,7.185
2006-07-12,4.461,3.62,4.087,8.371,7.194
2006-07-13,4.498,3.574,4.048,8.35,7.184
2006-07-14,4.525,3.52,3.983,8.35,7.169
2006-07-17,4.548,3.533,3.993,8.364,7.179
2006-07-18,4.542,3.569,4.014,8.367,7.169
2006-07-19,4.528,3.557,3.984,8.337,7.184
2006-07-20,4.442,3.556,3.985,8.305,7.144
2006-07-21,4.386,3.527,3.956,8.237,7.099
2006-07-24,4.412,3.531,3.956,8.207,7.044
2006-07-25,4.406,3.531,3.963,8.257,7.074
2006-07-26,4.418,3.562,3.983,8.233,7.045
2006-07-27,4.313,3.53,3.948,8.217,7.042
2006-07-28,4.297,3.512,3.92,8.253,7.057
2006-07-31,4.223,3.512,3.921,8.229,7.071
2006-08-01,4.246,3.508,3.929,8.289,7.081
2006-08-02,4.222,3.517,3.934,8.289,7.119
2006-08-03,4.217,3.582,3.974,8.283,7.127
2006-08-04,4.227,3.547,3.906,8.282,7.085
2006-08-07,4.156,3.541,3.907,8.248,7.097
2006-08-08,4.188,3.544,3.903,8.244,7.123
2006-08-09,4.124,3.57,3.934,8.096,7.027
2006-08-10,4.091,3.563,3.933,8.11,7.093
2006-08-11,4.107,3.611,3.981,8.11,7.1
2006-08-14,4.107,3.643,4.006,8.134,7.073
2006-08-15,4.207,3.63,3.97,8.134,7.073
2006-08-16,4.142,3.619,3.932,8.11,7.104
2006-08-17,4.059,3.627,3.92,8.042,7.052
2006-08-18,4.064,3.63,3.902,7.988,7.027
2006-08-21,3.995,3.599,3.861,8.033,7.041
2006-08-22,3.982,3.517,3.808,8.026,7.097
2006-08-23,3.987,3.531,3.827,7.994,7.095
2006-08-24,3.948,3.524,3.809,7.933,7.104
2006-08-25,3.949,3.512,3.793,7.926,7.063
2006-08-28,3.97,3.508,3.795,7.949,7.082
2006-08-29,4.014,3.547,3.828,7.946,7.096
2006-08-30,3.986,3.53,3.801,7.919,7.103
2006-08-31,3.924,3.522,3.76,7.878,7.085
2006-09-01,3.889,3.525,3.745,7.883,7.097
2006-09-04,3.841,3.539,3.748,7.735,7.103
2006-09-05,3.809,3.578,3.787,7.738,7.093
2006-09-06,3.833,3.625,3.831,7.771,7.076
2006-09-07,3.847,3.638,3.817,7.795,7.111
2006-09-08,3.809,3.637,3.787,7.748,7.063
2006-09-11,3.801,3.671,3.803,7.696,7.041
2006-09-12,3.833,3.688,3.839,7.782,7.068
2006-09-13,3.816,3.656,3.79,7.733,7.043
2006-09-14,3.785,3.665,3.792,7.79,7.037
2006-09-15,3.827,3.661,3.776,7.835,7.054
2006-09-18,3.863,3.707,3.831,7.775,7.026
2006-09-19,3.88,3.659,3.78,7.745,7.02
2006-09-20,3.813,3.654,3.773,7.641,7.013
2006-09-21,3.779,3.633,3.752,7.671,7.023
2006-09-22,3.643,3.547,3.694,7.623,6.995
2006-09-25,3.653,3.489,3.663,7.62,6.994
2006-09-26,3.647,3.518,3.658,7.556,6.927
2006-09-27,3.697,3.543,3.672,7.584,6.887
2006-09-28,3.706,3.565,3.689,7.621,6.922
2006-09-29,3.73,3.585,3.709,7.644,6.877
2006-10-02,3.73,3.575,3.69,7.644,6.877
2006-10-03,3.757,3.605,3.735,7.619,6.91
2006-10-04,3.801,3.582,3.697,7.588,6.917
2006-10-05,3.738,3.587,3.711,7.578,6.983
2006-10-06,3.716,3.603,3.752,7.604,7.006
2006-10-09,3.788,3.623,3.76,7.637,7.023
2006-10-10,3.782,3.677,3.811,7.617,7.015
2006-10-11,3.808,3.672,3.808,7.63,7.075
2006-10-12,3.826,3.661,3.803,7.623,7.109
2006-10-13,3.797,3.68,3.832,7.62,7.086
2006-10-16,3.814,3.677,3.83,7.667,7.096
2006-10-17,3.787,3.653,3.8,7.671,7.116
2006-10-18,3.803,3.658,3.817,7.678,7.11
2006-10-19,3.799,3.678,3.841,7.677,7.119
2006-10-20,3.81,3.698,3.839,7.659,7.079
2006-10-23,3.838,3.73,3.877,7.657,7.075
2006-10-24,3.844,3.733,3.875,7.657,7.075
2006-10-25,3.854,3.743,3.884,7.657,7.075
2006-10-26,3.805,3.739,3.858,7.636,7.075
2006-10-27,3.744,3.72,3.809,7.61,7.073
2006-10-30,3.744,3.724,3.793,7.614,7.083
2006-10-31,3.696,3.678,3.741,7.638,7.121
2006-11-01,3.649,3.637,3.706,7.611,7.063
2006-11-02,3.652,3.67,3.74,7.6,7.086
2006-11-03,3.681,3.718,3.773,7.629,7.114
2006-11-06,3.808,3.742,3.792,7.658,7.17
2006-11-07,3.723,3.721,3.739,7.63,7.168
2006-11-08,3.687,3.75,3.758,7.599,7.157
2006-11-09,3.686,3.735,3.741,7.596,7.17
2006-11-10,3.66,3.692,3.714,7.609,7.151
2006-11-13,3.653,3.71,3.738,7.579,7.153
2006-11-14,3.689,3.702,3.712,7.575,7.144
2006-11-15,3.669,3.723,3.74,7.523,7.172
2006-11-16,3.71,3.737,3.748,7.539,7.163
2006-11-17,3.735,3.711,3.73,7.523,7.115
2006-11-20,3.686,3.68,3.719,7.48,7.126
2006-11-21,3.704,3.693,3.722,7.463,7.127
2006-11-22,3.692,3.674,3.72,7.472,7.131
2006-11-23,3.687,3.716,3.745,7.443,7.105
2006-11-24,3.675,3.675,3.699,7.439,7.079
2006-11-27,3.656,3.667,3.723,7.39,7.045
2006-11-28,3.663,3.656,3.705,7.37,7.024
2006-11-29,3.625,3.68,3.72,7.383,7.055
2006-11-30,3.64,3.658,3.695,7.419,7.05
2006-12-01,3.584,3.627,3.664,7.413,7.041
2006-12-04,3.495,3.613,3.671,7.388,7.039
2006-12-05,3.489,3.647,3.68,7.384,7.034
2006-12-06,3.475,3.673,3.688,7.392,7.019
2006-12-07,3.507,3.714,3.712,7.398,7.038
2006-12-08,3.525,3.725,3.728,7.389,7.0
2006-12-11,3.594,3.751,3.745,7.511,7.141
2006-12-12,3.554,3.757,3.739,7.65,7.188
2006-12-13,3.503,3.763,3.751,7.596,7.174
2006-12-14,3.569,3.788,3.782,7.695,7.213
2006-12-15,3.576,3.803,3.799,7.647,7.164
2006-12-18,3.564,3.813,3.828,7.61,7.144
2006-12-19,3.57,3.835,3.864,7.595,7.135
2006-12-20,3.564,3.837,3.86,7.598,7.144
2006-12-21,3.549,3.85,3.875,7.595,7.168
2006-12-22,3.493,3.859,3.881,7.588,7.166
2006-12-25,3.493,3.853,3.876,7.588,7.166
2006-12-26,3.493,3.853,3.876,7.599,7.207
2006-12-27,3.493,3.892,3.925,7.614,7.254
2006-12-28,3.503,3.907,3.954,7.611,7.243
2006-12-29,3.522,3.903,3.948,7.608,7.256
2007-01-01,3.522,3.891,3.943,7.608,7.256
2007-01-02,3.534,3.882,3.937,7.533,7.199
2007-01-03,3.541,3.892,3.954,7.531,7.203
2007-01-04,3.584,3.887,3.933,7.574,7.244
2007-01-05,3.558,3.925,3.982,7.562,7.209
2007-01-08,3.573,3.915,3.973,7.48,7.21
2007-01-09,3.581,3.938,4.004,7.485,7.275
2007-01-10,3.615,3.952,4.021,7.509,7.256
2007-01-11,3.644,3.923,4.014,7.521,7.2
2007-01-12,3.71,3.95,4.063,7.735,7.254
2007-01-15,3.746,3.949,4.054,7.837,7.348
2007-01-16,3.739,3.95,4.04,7.762,7.275
2007-01-17,3.763,3.939,4.04,7.804,7.286
2007-01-18,3.868,3.96,4.062,7.796,7.286
2007-01-19,3.928,3.961,4.05,7.831,7.286
2007-01-22,3.977,3.933,4.021,7.915,7.286
2007-01-23,3.872,3.942,4.02,7.874,7.286
2007-01-24,3.865,3.959,4.04,7.855,7.286
2007-01-25,3.935,3.97,4.079,7.892,7.286
2007-01-26,4.017,3.969,4.092,7.892,7.286
2007-01-29,4.046,4.005,4.119,7.9,7.286
2007-01-30,4.077,3.999,4.11,7.9,7.286
2007-01-31,4.047,3.968,4.1,7.761,7.286
2007-02-01,4.019,3.952,4.091,7.761,7.286
2007-02-02,4.074,3.913,4.061,7.696,7.286
2007-02-05,4.126,3.893,4.031,7.71,7.286
2007-02-06,4.11,3.909,4.03,7.75,7.467
2007-02-07,4.104,3.92,4.03,7.741,7.458
2007-02-08,4.149,3.947,4.047,7.775,7.712
2007-02-09,4.162,3.967,4.091,7.823,7.734
2007-02-12,4.199,3.964,4.108,7.825,7.738
2007-02-13,4.168,3.982,4.125,7.904,7.739
2007-02-14,4.207,3.969,4.099,8.076,7.858
2007-02-15,4.145,3.933,4.044,8.058,7.822
2007-02-16,4.066,3.955,4.05,8.058,7.822
2007-02-19,4.066,3.973,4.066,8.023,7.799
2007-02-20,4.066,3.969,4.063,7.996,7.851
2007-02-21,4.072,3.965,4.053,7.949,7.794
2007-02-22,4.086,3.989,4.086,7.93,7.774
2007-02-23,4.094,3.968,4.047,7.943,7.784
2007-02-26,3.998,3.933,3.995,7.893,7.816
2007-02-27,4.001,3.897,3.965,7.878,7.792
2007-02-28,3.943,3.876,3.957,7.973,7.829
2007-03-01,4.044,3.862,3.947,7.95,7.653
2007-03-02,3.995,3.833,3.938,7.947,7.602
2007-03-05,3.981,3.842,3.915,7.951,7.736
2007-03-06,3.987,3.867,3.918,7.953,7.832
2007-03-07,4.007,3.882,3.92,7.956,7.836
2007-03-08,3.985,3.906,3.929,7.984,7.832
2007-03-09,3.955,3.938,3.959,8.017,7.81
2007-03-12,4.002,3.925,3.932,7.945,7.801
2007-03-13,3.986,3.921,3.905,7.962,7.851
2007-03-14,3.931,3.866,3.882,7.97,7.847
2007-03-15,3.93,3.904,3.907,7.987,7.886
2007-03-16,3.906,3.909,3.905,8.027,7.919
2007-03-19,3.917,3.941,3.926,8.027,7.919
2007-03-20,3.932,3.928,3.909,8.048,8.013
2007-03-21,3.867,3.934,3.927,8.072,8.074
2007-03-22,3.769,3.93,3.949,7.968,7.795
2007-03-23,3.782,3.96,4.001,7.942,7.786
2007-03-26,3.792,3.962,4.001,7.988,7.83
2007-03-27,3.806,3.981,4.022,7.988,7.83
2007-03-28,3.786,3.981,4.031,7.979,7.887
2007-03-29,3.796,4.006,4.053,7.963,7.886
2007-03-30,3.802,4.016,4.057,7.973,7.853
2007-04-02,3.789,4.041,4.072,7.973,7.853
2007-04-03,3.787,4.045,4.097,8.183,7.91
2007-04-04,3.803,4.024,4.071,8.159,8.162
2007-04-05,3.803,4.039,4.095,8.166,8.12
2007-04-06,3.803,4.039,4.097,8.166,8.12
2007-04-09,3.803,4.041,4.096,8.137,8.019
2007-04-10,3.856,4.077,4.128,8.017,7.98
2007-04-11,3.846,4.092,4.143,8.048,8.017
2007-04-12,3.875,4.113,4.182,8.027,7.98
2007-04-13,3.93,4.141,4.231,8.1,8.044
2007-04-16,3.982,4.131,4.207,8.095,8.048
2007-04-17,3.977,4.118,4.182,8.104,8.084
2007-04-18,3.938,4.112,4.154,8.081,8.091
2007-04-19,3.879,4.133,4.197,8.058,8.014
2007-04-20,3.884,4.135,4.203,8.07,8.03
2007-04-23,3.863,4.125,4.18,8.091,8.042
2007-04-24,3.816,4.12,4.163,8.011,7.994
2007-04-25,3.808,4.133,4.188,7.976,7.997
2007-04-26,3.871,4.167,4.22,8.04,8.033
2007-04-27,3.943,4.17,4.22,8.096,8.07
2007-04-30,3.933,4.128,4.154,8.175,8.084
2007-05-01,3.927,4.128,4.149,8.175,8.084
2007-05-02,3.915,4.18,4.21,8.175,8.084
2007-05-03,3.95,4.187,4.23,8.149,8.062
2007-05-04,3.998,4.164,4.195,8.154,8.048
2007-05-07,3.97,4.186,4.212,8.154,8.044
2007-05-08,3.946,4.168,4.195,8.117,8.026
2007-05-09,3.937,4.175,4.208,8.081,7.987
2007-05-10,3.977,4.174,4.214,8.106,7.99
2007-05-11,3.942,4.171,4.217,8.138,8.033
2007-05-14,3.869,4.213,4.269,8.149,8.061
2007-05-15,3.903,4.246,4.299,8.142,8.062
2007-05-16,3.887,4.271,4.303,8.11,8.066
2007-05-17,3.893,4.279,4.312,8.106,8.06
2007-05-18,3.955,4.275,4.311,8.149,8.069
2007-05-21,3.977,4.282,4.322,8.103,8.031
2007-05-22,3.966,4.301,4.338,8.113,8.016
2007-05-23,4.011,4.333,4.381,8.128,8.023
2007-05-24,4.023,4.31,4.369,8.154,8.033
2007-05-25,4.088,4.343,4.387,8.14,8.011
2007-05-28,4.226,4.347,4.392,8.065,7.927
2007-05-29,4.243,4.363,4.402,8.105,7.937
2007-05-30,4.34,4.365,4.399,8.099,7.917
2007-05-31,4.301,4.394,4.422,8.09,7.866
